SerialNumber,Shana,Machoz,Ms_Nefashot,Minn,Gil,MatzavMishp,Pop_Group,DatSafa_C,HesderDiyur,ShnotLimudKlali_C,MatzavTaasuka_C,HachnasaKolelet,HachnasaAvoda,SemelMishlach_wp,OverVashav,OverVaMaakav,OverVaI1,OverVaI2,OverVaI3,OverVaI4,OverVaI5,OverVaI6,OverVaI7,OverVaAcher,OverVaEruim1,OverVaEruim2,OverVaEruim3,HeshbonMaakav,KartisAshKama,KartisAshP1,KartisAshP2,KartisAshP3,KartisAshP4,KartisAshS1,KartisAshS2,KartisAshS3,KartisAshS4,KartisAshS5,KartisAshS6,KartisAshS7,KartisAshNechsam,Mashkanta1,MashkantaMekorot,Halvaa,Halvaa2,Halvaa3,Halvaa4,Halvaa5,Halvaa6,Halvaa7,Halvaa8,Halvaa9,Halvaa10,Hovot,Hovot2,Hovot3,Hovot4,Hovot5,Hovot6,Hovot7,Hovot8,Hovot9,HovotLechatzim,Hashkaot1,Hashkaot2,Hashkaot3,Hashkaot4,Hashkaot5,Hashkaot6,Hashkaot7,Hashkaot8,Hashkaot9,Hashkaot10,HashkaotMaclit,Bituhim1,Bituhim2,Bituhim3,Bituhim4,Bituhim5,Bituhim6,SherutY1,SherutY2,SherutY3,SherutY4,SherutY5,SherutY6,NosCas1,NosCas2,NosCas3,NosCas4,HishuvRibit,HishuvRibitDribit,ShiurRibitBank,HipusM1,HipusM2,HipusM3,HipusM4,HipusM5,HipusM6,HipusM7,HipusM8,HipusM9,NoseCaspiM1,NoseCaspiM2,NoseCaspiM3,NoseCaspiM4,NoseCaspiM5,NoseCaspiM6,NoseCaspiM7,NoseCaspiM8,NoseCaspiM9,NoseCaspiM10,NoseCaspiHarhavaNihul,NoseCaspiHarhavaCarhanut,NoseCaspiHarhavaHalvaot,NoseCaspiHarhavaHishonot,NoseCaspiHarhavaBituhim,NoseCaspiHarhavaMashkanta,NoseCaspiHarhavaEynCoreh,MekorotM1,MekorotM2,MekorotM3,MekorotM4,MekorotM5,MekorotM6,MekorotM7,MekorotM8,MekorotM9,MekorotM10,MakorMuadaf,MakorMahooM,RamatYedaMash,nn
336,2012,2,4,2,3,1,1,3,2,6,1,9,8,0,1,4,,1,,,1,,,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,,,2,2,,1,,,,,,,,,,2,,,4,,,,1,רשות השידור,2,1,1,1,1,1,,,,1,פקדנות בבנק,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1020,1,3,5,3,4,3,2,3,1,,,3,1,2,1,1,2,2,2,3,3,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,,,1,6,4,3431.26331
337,2012,2,5,1,6,1,1,3,1,5,1,10,10,0,1,4,1,1,1,1,2,,,2,5,1,1,1,4,,1,2,2,1,2,2,2,2,,,2,1,1,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,1,1,1,2,2,2,2,,,1,,1,1,1,1,1,2,2,2,2,2,2,1,2,3,3,,5,4,1,1,1,1,1,1,1,1,,4,2,2,1,2,4,3,4,4,4,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,1,,,,4,3776.265738
338,2012,2,7,1,1,5,2,1,1,4,1,8,4,6,1,3,1,1,2,1,1,2,,1,1,1,1,3,2,2,2,1,2,1,2,1,3,2,2,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,2,,8,1,2,2,1,2,1,2,2,2,2,2,2,2,1,3,3,1200,1,3,5,5,1,5,1,1,1,2,,2,3,1,4,1,1,3,3,4,5,0,0,1,1,1,1,0,1,1,1,1,1,3,3,1,3,,1,3,4,2750.797275
339,2012,2,6,2,6,1,2,3,4,5,1,5,4,3,1,2,1,1,1,2,1,,,2,5,5,1,1,4,1,1,1,2,2,2,1,1,1,,,1,2,,2,1,1,2,2,2,2,2,,,2,4,5,4,3,1,,,,2,2,2,2,1,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1020,1,1,2,1,2,1,2,1,1,,,1,1,2,4,2,1,3,4,3,5,0,0,0,1,1,0,0,1,1,1,2,1,1,3,2,,,1,5,4,3936.342729
340,2012,2,4,1,2,1,1,3,1,5,1,9,6,2,1,2,1,1,2,1,2,,,1,5,3,2,2,4,2,1,2,1,1,1,1,1,1,,,1,2,,2,1,1,2,2,2,2,2,,,2,1,1,1,3,1,1,,,2,1,2,2,1,2,2,2,2,,,5,1,1,1,2,1,1,2,2,2,1,2,2,1,1,3,3,1250,4,3,1,2,1,1,1,1,1,,,2,1,2,1,1,1,4,4,4,4,1,0,1,0,0,1,0,2,2,2,1,1,2,1,3,,,2,,4,3184.64557
341,2012,2,3,1,10,1,1,3,1,5,3,4,,10,1,5,2,2,2,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,,1,4,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,2,2,2,1,1,2,2,2,2,2,2,2,3,1,3,3,,2,1,4,4,1,1,1,1,1,,,1,4,1,4,2,1,4,4,2,4,1,0,0,0,0,0,0,1,1,1,3,3,2,2,2,,,2,,4,8259.154482
342,2012,2,3,1,3,1,1,3,2,6,1,98,99,3,1,2,1,1,1,1,1,1,,1,1,1,1,1,3,2,1,2,2,1,2,2,2,2,,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,2,1,1,2,2,2,2,2,,,1,4,4,2,1,4,2,2,2,2,2,2,2,3,1,3,2,1020,1,1,2,1,2,1,1,1,1,,,1,4,2,3,2,2,4,4,3,5,0,0,1,1,1,0,0,1,2,1,3,3,1,1,2,,,1,3,4,3814.319285
343,2012,2,2,2,8,1,1,3,1,6,1,7,6,1,1,5,,1,1,,1,,,2,3,,,1,3,,1,1,,,,1,,,,,2,1,1,2,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,,4,2,5,5,,1,1,5,1,1,,3,3,3,4,1,4,1,4,4,3,1,0,0,0,0,0,0,1,2,1,2,1,1,1,1,1,,,,4,4274.217913
344,2012,2,3,2,3,1,1,3,1,5,1,6,4,1,1,2,,1,,,1,,,2,5,,,1,2,,1,1,2,1,1,1,3,1,,,2,1,1,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,1,1,1,2,3,2,2,,,5,1,2,2,1,1,1,2,2,2,2,2,2,3,3,3,3,1020,5,3,1,1,1,1,1,1,1,,,2,4,1,3,3,3,4,4,3,4,1,0,0,1,0,0,0,2,1,1,2,1,2,1,2,,,1,2,4,3416.162688
345,2012,2,6,2,1,5,2,1,1,5,1,5,7,4,2,,,,,,,,,,,,,3,2,2,2,2,2,2,1,2,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,1,2,2,1,2,2,2,2,2,2,2,2,3,1,3,1,,1,4,5,5,5,5,1,1,1,2,,2,1,3,3,1,1,4,3,4,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,,,2,,4,2324.506731
346,2012,2,5,1,1,5,2,2,1,5,1,98,2,3,1,3,2,1,1,1,1,,,2,5,3,1,8,4,1,1,1,2,2,2,2,2,1,,,1,2,,2,2,2,2,1,2,1,,,,2,1,4,1,1,1,,,,1,1,2,1,2,2,1,2,2,,,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1020,3,3,2,5,5,3,2,1,1,,,3,1,1,1,2,1,1,2,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,,,1,3,4,2830.263977
347,2012,2,5,1,7,1,2,2,1,4,1,9,99,6,1,2,1,1,1,2,1,,,2,5,3,1,1,5,2,1,1,2,2,1,1,2,1,,,2,1,1,2,1,2,2,2,2,2,2,,,2,4,1,3,4,1,,,,2,1,2,2,1,2,1,2,2,2,,1,1,1,1,1,1,1,2,1,2,2,1,2,3,3,3,3,,3,3,1,1,1,1,1,1,1,,,3,2,3,4,4,4,3,4,4,4,0,1,0,0,0,0,0,2,2,1,2,1,2,1,1,,,1,3,4,2825.744903
348,2012,3,3,1,1,5,2,3,1,4,3,4,,10,1,3,2,1,2,1,2,,,2,3,2,1,3,2,2,2,2,2,1,2,3,2,2,,,1,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,1,2,2,2,2,2,,,1,2,2,2,1,2,2,2,2,2,2,2,2,3,1,1,1,1020,2,3,1,1,1,1,1,1,1,,,2,2,2,4,2,3,2,4,3,3,0,0,0,0,1,0,0,3,2,1,2,1,1,2,1,,,1,3,4,1727.223992
349,2012,3,3,1,8,1,2,3,1,4,3,6,,10,1,2,1,,1,1,1,,,2,5,1,1,1,3,2,1,1,2,1,,,,,,,2,2,,2,1,,,,,1,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,,5,4,1,3,1,1,1,1,1,2,,1,3,1,4,2,2,2,5,4,2,0,0,0,0,0,0,1,2,2,3,3,3,3,3,2,,,,,4,4635.306999
350,2012,3,3,2,8,3,1,3,1,4,1,6,3,3,1,3,,1,,,,,,2,3,,,1,2,,1,,,1,,,,,,,2,1,6,1,,,,,,,,,,2,,,4,,,,,,2,1,1,1,1,,,,,,,1,1,1,1,,,,2,,,,,,3,3,3,3,,5,4,1,1,1,1,1,1,1,,,1,3,2,4,2,3,4,3,4,4,0,1,0,0,0,0,0,2,1,2,2,1,2,1,2,,,1,5,4,4362.512079
351,2012,3,2,1,8,1,1,3,1,6,1,10,10,1,1,2,,1,,,,,,2,3,1,1,1,2,,1,,,1,,,,,,,2,2,,2,1,2,2,2,2,2,2,2,,1,,,,,,,,,,1,1,1,1,2,2,2,2,2,,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,3,1,1020,5,2,1,1,1,1,1,,1,1,,1,4,1,4,1,1,3,4,4,5,0,0,0,1,0,0,0,1,2,3,3,1,3,3,3,3,,1,5,4,3284.90676
352,2012,3,5,1,6,1,1,3,1,6,1,10,8,3,1,3,1,1,1,2,1,,,1,5,2,1,2,2,1,1,1,1,1,1,1,3,1,,,2,1,1,2,1,2,2,1,1,2,2,,,1,,,,,,,,,,1,1,1,2,2,2,2,2,,,,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1020,1,2,4,5,1,1,1,1,1,1,,1,1,1,3,1,4,4,4,4,5,1,0,0,0,0,0,0,1,1,1,2,1,1,1,2,,,1,5,4,3558.98076
353,2012,3,2,2,9,1,1,3,1,6,1,7,7,1,1,2,1,1,,,,,,1,1,1,1,1,5,2,1,2,2,,1,,,1,,,2,1,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,2,1,1,,1,,1,2,2,2,2,2,2,3,1,3,1,1020,5,4,1,2,1,1,1,1,1,,,2,4,2,4,2,2,4,4,3,5,0,0,0,1,0,0,0,2,1,2,2,1,2,2,2,,,1,2,4,3041.983602
354,2012,3,4,2,8,1,1,3,1,4,1,10,8,3,1,4,1,1,1,2,1,,,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,2,1,,,1,1,1,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1020,1,2,2,1,1,1,,2,1,,,1,5,4,2,2,3,4,4,2,,0,1,0,1,1,0,0,1,1,2,2,1,1,1,2,,,1,6,4,3622.806822
355,2012,3,3,2,1,5,1,3,1,4,1,9,11,3,1,3,2,1,1,1,1,,,2,1,1,1,3,2,2,1,2,2,3,1,1,1,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,2,2,2,2,2,,,,1,3,1,1,3,3,2,2,2,2,2,2,3,2,3,1,,5,3,2,2,3,1,1,1,1,,,2,4,1,3,3,1,4,4,4,4,0,0,0,1,1,0,0,1,1,1,2,2,2,1,2,,,1,2,4,2821.685175
356,2012,3,2,1,3,5,1,3,2,5,1,5,7,1,1,4,,,1,,,,,2,1,,,1,2,2,2,2,2,1,,,,,,,3,1,1,2,1,1,1,1,1,1,1,1,,1,,,,,,,,,,,1,1,1,1,1,,,2,,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,3,2,1002,3,4,1,1,5,1,1,1,1,,,3,3,1,3,3,3,3,3,2,,1,0,0,1,1,1,0,3,3,1,3,3,2,2,2,2,,,,4,3781.824176
357,2012,3,5,1,8,1,1,3,2,6,3,4,,10,1,2,2,2,2,1,2,,,2,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,1,2,2,2,2,2,2,2,,1,,,,,,,,,,2,2,2,1,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1020,3,4,1,5,1,1,1,1,1,,,2,2,3,4,2,2,5,4,4,5,0,0,1,0,0,0,0,1,1,1,2,2,2,2,2,,,1,2,4,6100.139872
358,2012,3,6,1,1,5,1,3,2,4,3,6,,10,1,3,1,1,1,1,1,,,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,,,2,2,,2,1,2,2,2,2,2,2,2,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,4,4,2,3,2,3,2,2,2,2,2,2,3,2,3,1,1020,2,1,1,1,1,1,1,1,1,1,,1,3,1,4,4,1,4,3,3,5,0,0,1,1,0,1,0,1,2,2,1,1,2,2,2,3,,1,1,4,3480.704178
359,2012,3,5,2,2,1,1,3,2,5,1,7,5,3,1,2,2,2,1,2,2,,,1,3,1,1,2,3,2,2,2,2,1,2,2,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,8,2,2,2,2,2,,2,2,2,2,2,2,3,3,3,3,,5,4,1,1,1,1,1,1,1,,,1,3,1,4,1,1,4,4,3,4,0,0,0,1,1,1,0,1,,,,1,,1,,,,1,7,4,4060.012065
360,2012,3,2,1,2,5,1,3,2,4,1,6,6,4,1,2,1,1,1,1,1,,,2,1,3,1,1,4,2,1,2,2,1,2,1,1,1,,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,2,2,1,2,1,2,2,,,1,2,2,2,1,2,1,2,2,2,1,2,1,1,3,1,1,,5,4,3,2,1,3,1,1,1,,,1,3,2,3,2,3,3,3,3,3,1,0,0,1,1,1,0,1,1,2,1,1,1,1,1,1,,1,5,4,3350.983447
361,2012,3,2,2,2,3,1,3,2,4,1,4,4,3,1,2,1,1,1,1,2,,,2,3,2,1,1,2,2,2,1,2,1,2,1,1,2,,,2,2,,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,1,2,2,1,1,2,2,2,,,1,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,1,1020,1,4,1,1,2,1,1,1,1,,,1,1,2,1,2,3,4,4,3,3,1,1,0,0,0,1,0,2,2,1,2,2,2,2,2,,,1,3,4,3144.300788
362,2012,3,2,2,9,1,1,3,1,4,3,3,,10,1,3,,1,,,,,,1,5,5,2,1,2,2,1,2,2,1,2,1,1,2,,,1,1,1,2,1,2,2,2,2,2,1,,,2,,,3,3,,,,,1,,,1,1,,,,,,,2,,,,1,1,,2,2,2,2,2,2,1,1,3,1,,5,4,1,1,1,1,1,1,1,,,2,1,2,3,2,2,5,5,3,5,0,0,0,0,0,1,0,1,1,,,,,,,,,,,4,5253.064674
363,2012,3,4,1,1,5,1,3,1,4,3,98,,10,,,,,,,,,,,,,,3,2,2,1,2,2,1,2,1,3,3,2,,2,,,1,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,3,1,4,4,1,4,1,2,2,2,2,2,2,,,,,200,5,4,2,1,2,1,1,1,1,1,1,1,5,1,4,1,2,3,4,4,5,0,1,1,1,0,0,0,2,2,1,2,2,2,2,2,3,,1,3,4,2936.709488
364,2012,3,3,1,8,1,1,3,1,5,1,99,98,0,1,2,1,1,2,2,2,,,2,1,1,1,1,5,2,1,2,2,1,2,2,2,1,,,2,1,1,1,,,,,,,,,,1,,,,,,,,,,1,1,2,2,1,1,1,1,2,,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1020,1,3,2,1,2,1,1,1,1,,,4,4,2,4,1,3,3,3,3,2,0,0,0,1,1,0,0,2,2,1,2,1,2,2,2,,,1,5,4,4208.710855
365,2012,3,5,2,7,1,1,3,1,5,1,10,6,4,1,3,,,1,1,,,,1,5,1,1,2,2,1,1,2,2,1,,,,,,,2,1,1,2,1,,,,,,,,,1,,,,,,,,,,1,1,1,1,,1,,,,,2,1,1,1,1,1,1,2,2,2,2,2,2,3,1,3,3,,5,4,3,1,,2,1,1,1,,,1,3,1,3,2,2,4,4,5,5,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,,,,4,3665.428079
366,2012,3,3,2,9,3,1,3,1,5,1,5,1,4,1,4,2,2,2,1,1,,,2,1,1,1,3,2,2,2,2,2,1,2,2,2,2,,,2,1,1,2,1,2,2,2,2,2,2,,,1,,,,,,,,,,2,2,2,1,2,2,2,2,,,1,2,2,2,1,1,3,2,2,2,2,2,2,1,1,3,3,1020,2,1,3,5,2,1,1,1,1,,,1,2,1,4,2,2,3,4,2,4,0,0,0,0,1,1,0,1,1,1,3,1,3,3,3,,,2,,4,3778.462622
367,2012,3,5,1,1,5,1,3,1,4,3,4,,10,1,1,,,,,,,,2,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,1010,5,4,3,3,1,1,1,1,1,1,,3,4,5,4,2,3,2,4,4,5,0,0,1,1,0,1,0,1,1,2,2,1,2,1,1,2,,1,8,4,3922.242641
368,2012,3,3,1,5,3,1,3,1,5,1,7,6,4,1,3,1,1,2,1,1,2,,2,3,1,1,3,3,2,1,2,1,1,2,1,1,2,2,,2,2,,2,2,1,2,2,2,2,2,2,,1,,,,,,,,,,1,2,2,1,2,2,2,2,2,,5,4,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,,2,4,1,1,1,1,1,1,1,1,,3,2,1,4,3,3,4,4,3,4,1,1,0,1,0,0,0,1,1,2,2,1,2,2,2,2,,1,1,4,4586.958036
369,2012,3,2,2,9,1,1,3,1,6,3,7,,10,1,2,2,1,2,1,1,,,1,4,1,1,1,3,2,1,2,2,1,2,2,1,1,,,2,2,,2,2,2,2,1,2,2,2,,,1,,,,,,,,,,1,2,1,2,2,2,2,2,,,1,1,2,1,1,2,2,2,2,2,2,1,,2,1,1,1,1020,1,1,2,2,2,1,1,1,1,,,2,2,1,3,2,2,4,4,3,4,0,0,0,0,0,0,1,2,2,2,2,2,2,1,2,1,7,1,7,4,3827.433972
370,2012,3,4,2,1,5,1,3,1,4,3,8,,10,,,,,,,,,,,,,,3,3,2,1,2,2,1,1,1,1,1,,,2,,,1,,,,,,,,,,1,,,,,,,,,,1,1,2,2,2,2,2,2,,,3,1,2,2,1,2,2,2,1,2,2,2,2,3,1,3,3,,5,4,2,2,1,1,1,1,1,,,2,4,1,3,1,1,4,4,4,4,1,1,1,1,1,1,0,2,1,2,2,1,1,1,1,1,,1,5,4,2705.164984
371,2012,3,4,1,2,5,1,3,1,6,1,8,3,6,1,3,1,,,1,,,,2,5,2,2,3,2,2,1,2,2,1,2,1,2,2,,,1,2,,2,1,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,1,,,,,,2,2,2,2,2,2,3,3,3,3,1002,5,4,2,2,1,1,1,1,1,,,3,3,1,3,2,4,4,3,2,4,0,0,0,1,0,1,0,3,3,3,3,3,3,3,3,,,,,4,3594.1
372,2012,3,3,2,4,1,1,3,2,5,1,9,9,4,1,3,1,1,,1,,,,2,3,2,1,1,4,2,1,1,2,1,2,1,1,1,,,2,2,,2,1,2,2,2,2,2,2,,,2,1,1,4,4,4,1,,,2,2,1,2,1,2,3,2,2,,,1,1,2,2,1,2,1,2,1,2,2,1,2,3,1,3,1,1020,1,1,2,2,2,1,1,1,1,,,2,3,2,3,2,3,4,4,3,4,1,1,1,1,1,1,0,1,1,1,2,1,2,1,1,,,1,8,4,3306.262393
373,2012,3,3,1,8,1,2,1,1,6,1,9,8,1,1,3,,1,,,,,,2,4,,,1,2,,1,,,1,,,,,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,2,2,2,2,2,2,2,3,3,3,3,,5,4,1,1,1,1,1,1,1,2,,2,4,1,5,2,3,4,5,4,4,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,,,4,1493.289913
374,2012,3,5,2,1,5,2,1,1,4,1,98,2,4,2,,,,,,,,,,,,,3,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,2,2,2,2,2,2,2,,,,2,2,2,3,2,2,2,2,2,2,2,2,3,1,3,3,,5,4,2,2,1,1,1,1,1,,,3,3,2,4,2,2,3,4,4,5,0,0,1,1,0,0,0,1,1,2,1,2,2,2,2,,,1,4,4,2324.506731
375,2012,3,4,1,8,3,1,3,3,6,1,6,,2,2,,,,,,,,,,,,,1,3,,1,,,1,,,,,,,2,2,,2,2,2,2,2,2,1,2,1,אובר בתקציב הקבוץ,1,,,,,,,,,,,,1,1,,,,,,,6,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1020,1,1,5,5,1,1,1,1,1,1,,2,2,1,2,1,2,3,3,4,2,1,1,0,1,0,0,0,1,1,1,1,3,1,1,1,,,1,3,4,4777.562108
376,2012,3,1,2,4,5,1,3,3,6,1,3,,0,2,,,,,,,,,,,,,7,2,2,2,2,2,2,2,2,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,,2,2,2,3,,,6,2,3,3,1,2,2,2,2,2,2,2,2,3,1,3,1,1020,1,4,1,1,1,1,1,1,1,3,,4,5,4,3,2,4,4,4,4,5,0,0,0,1,0,0,0,2,2,1,2,1,2,1,1,1,,2,,4,4239.670367
377,2012,3,7,1,9,1,2,1,1,4,2,8,,10,2,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,5,4,1,1,1,1,1,1,1,2,,1,1,3,4,1,2,4,4,4,4,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,,,,4,2251.694368
378,2012,3,3,2,5,1,2,1,1,5,1,3,3,3,1,4,,,,,,,,2,4,1,2,1,2,2,1,2,2,2,2,2,1,2,,,2,2,,1,,,,,,,,,,2,1,5,5,1,1,,,,1,2,2,2,1,2,2,2,2,2,,7,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,1200,1,4,4,5,1,1,1,1,1,,,1,1,2,4,1,4,3,4,4,2,1,0,1,1,0,0,0,1,,1,,1,,,1,,,1,5,4,1413.486085
379,2012,3,7,2,6,1,2,1,1,6,1,9,8,0,1,2,1,,,1,,,,2,1,1,1,1,2,2,2,2,1,1,,,,,,,2,1,4,2,1,,,,,,,,,1,,,,,,,,,,2,1,1,1,2,2,2,2,2,,1,1,,,1,,,2,2,2,2,2,2,3,3,3,3,,1,1,1,1,1,1,1,1,1,,,1,2,2,3,2,2,2,3,3,3,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,,,,4,2388.814884
380,2012,3,5,2,3,1,2,1,1,6,1,6,1,1,1,4,2,2,2,2,1,,,2,3,1,1,2,1,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,,,,,,,,,2,3,3,3,3,2,2,2,,,,1,2,2,1,2,2,2,2,2,2,2,2,3,3,3,1,,2,4,2,2,2,1,1,1,1,,,2,1,2,3,2,2,2,4,2,5,0,1,0,0,0,0,0,1,2,1,3,1,2,2,3,,,2,,4,1883.25339
381,2012,3,2,1,9,1,1,3,1,4,3,9,,10,1,3,,,1,2,,,,,1,,,1,3,,1,,,1,,,,,,,2,1,1,2,1,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,1,1,1,,1,,,2,,,,,,3,1,3,3,1020,2,4,1,1,1,1,1,1,1,1,2,,1,2,4,4,4,4,2,2,4,0,1,0,0,0,0,0,2,1,2,2,2,1,2,2,,,,,4,3678.786614
382,2012,3,5,2,5,1,1,3,1,4,1,9,6,4,1,2,1,1,2,2,2,,,2,5,3,1,1,3,1,1,1,2,1,2,2,2,2,,,2,1,1,2,1,2,2,2,2,2,2,,,,,,,,,,,,,2,2,2,2,1,2,2,2,,,1,1,3,3,3,3,3,2,1,2,2,2,2,2,3,3,3,1020,2,1,1,1,1,1,1,1,1,,,1,2,1,3,1,3,4,4,2,4,1,1,1,1,1,1,0,2,1,2,2,1,2,1,2,,,1,5,4,3169.731809
383,2012,3,2,1,2,5,1,3,1,5,1,9,8,10,1,3,1,1,2,1,2,,,2,1,1,1,3,4,2,1,2,2,2,1,1,2,1,,,2,1,2,1,,,,,,,,,,1,,,,,,,,,,2,1,1,1,2,2,2,2,,,5,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1020,1,1,3,3,2,2,1,1,1,,,1,4,1,3,2,2,3,3,3,2,0,0,0,1,1,1,0,1,1,1,2,1,2,2,2,,,1,5,4,3333.011065
384,2012,3,3,1,6,5,1,3,1,6,3,6,,10,,,,,,,,,,,,,,1,4,2,1,1,2,1,1,2,2,2,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,3,2,2,2,2,2,2,2,,,,1,1,2,1,2,2,2,2,2,2,2,2,3,2,3,1,1020,3,4,2,1,2,1,1,1,1,,,1,2,1,3,1,2,3,2,3,5,1,1,0,1,0,0,0,3,2,2,2,2,2,2,2,,,,,4,5147.377807
385,2012,3,3,1,3,5,1,3,2,4,1,7,6,6,1,2,1,1,1,1,1,,,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,,,2,2,,2,1,1,2,2,2,2,2,,,1,,,,,,,,,,1,2,2,1,2,2,1,1,,,1,1,2,2,2,2,2,2,1,2,1,2,1,3,1,1,1,1020,1,4,5,5,2,2,1,3,1,,,1,1,1,4,2,2,3,2,4,3,1,1,0,1,0,0,0,1,1,1,2,1,2,1,2,,,1,5,4,3834.886995
386,2012,4,2,2,9,1,1,3,1,6,1,10,5,0,1,3,1,1,1,1,,,,1,2,1,1,1,5,2,1,2,2,1,1,2,2,1,,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,2,2,3,1,,,2,1,1,1,1,2,2,2,2,2,2,2,2,3,1,3,1,1020,,4,2,5,2,1,1,1,1,,,1,4,1,4,1,2,3,3,3,5,0,0,0,1,1,0,0,1,1,1,2,2,2,2,2,,,2,,4,2928.862672
387,2012,4,5,2,4,1,1,3,1,5,1,9,7,3,1,4,2,1,2,2,2,,,1,5,,,2,3,2,1,1,2,2,1,1,1,1,,,2,1,4,2,2,1,2,2,2,2,1,,,1,,,,,,,,,,1,1,2,1,2,2,2,2,,,7,1,,2,2,1,3,2,2,2,2,2,2,3,1,1,2,,1,4,1,1,1,1,1,1,1,,,3,2,1,1,2,3,4,4,3,5,1,0,0,0,0,1,0,2,1,2,2,2,2,1,2,,,1,2,4,3169.731809
388,2012,4,4,2,1,5,1,3,1,5,3,9,,10,1,3,1,1,,,,,,2,1,1,1,3,3,2,1,2,2,1,1,1,1,,2,,2,2,,1,,,,,,,,,,1,,,,,,,,,,1,2,2,2,2,3,2,2,,,3,1,1,1,1,3,3,2,2,2,2,2,2,1,1,3,3,1200,5,4,2,3,3,1,1,1,1,,,1,3,4,3,2,2,4,2,4,5,1,1,1,1,1,1,0,1,1,1,2,1,1,1,2,,,1,1,4,4171.335914
